temp,cnt
0.26,2.23606797749979
0.66,1.189207115002721
0.44,1.4953487812212205
0.68,1.6817928305074292
0.66,4.488812947719016
0.2,3.2086804360962784
0.8,2.4322992790977875
0.3,2.114742526881128
0.66,4.9180050065952186
0.56,2.942830956382712
0.5,3.9027613572607565
0.6,4.391731039349509
0.82,5.394744147937925
0.26,3.797657844231884
0.42,3.652624270866952
0.24,3.0363702767108114
0.26,1.6817928305074292
0.44,3.4459167266545947
0.7,3.88156143495364
0.8,4.540432592615852
0.76,1.4953487812212205
0.86,3.8469011667768047
0.28,3.1701538797227005
0.3,4.019389807098026
0.3,3.4820045452270936
0.44,3.4336316230125203
0.76,4.930567062953959
0.5,4.049841906402857
0.5,4.038502993721818
0.56,4.309776748395062
0.2,2.414736402766418
0.04,1.0
0.36,3.1622776601683795
0.52,3.4212132220485216
0.26,2.414736402766418
0.56,2.23606797749979
0.66,5.091459790043661
0.42,1.6817928305074292
0.72,4.068531105601487
0.66,3.6780088714505137
0.76,4.165255283040581
0.56,3.3569968229929334
0.6,3.7320755990713965
0.28,2.378414230005442
0.56,4.881879819867135
0.3,3.860008345295556
0.5,4.10153676580629
0.5,1.7782794100389228
0.16,2.46632571455966
0.84,3.992164506944726
0.68,5.293189157043587
0.34,3.383123282155056
0.22,2.5304395344352426
0.5,3.652624270866952
0.24,4.340673182977127
0.74,4.172157138163568
0.26,2.9525917237371897
0.72,4.499828522434671
0.52,3.621446817033767
0.56,3.288868167986058
0.08,2.9329720876685177
0.6,2.378414230005442
0.78,4.18244613647754
0.4,3.408658099402498
0.8,3.697944608992588
0.48,3.238531840464366
0.22,2.0
0.76,3.130169160146574
0.36,3.6002057436785084
0.78,4.409333520524795
0.22,3.0540758099773515
0.46,3.1857325005549697
0.5,3.642320573675744
0.7,3.138288992714996
0.34,3.621446817033767
0.32,4.216205501944986
0.72,4.860249337434802
0.54,3.626699110481307
0.52,5.224431847379422
0.84,3.6161715709603732
0.74,3.8900830261604393
0.52,3.5676213450081637
0.68,2.4989993994393838
0.44,3.5227366699756115
0.6,3.78849575615538
0.56,4.112363617834367
0.3,1.189207115002721
0.4,4.499828522434671
0.36,3.9683769664717614
0.34,4.418056280305078
0.34,3.594836294370035
0.64,2.783157683713741
0.6,3.6371357625641294
0.32,4.6210557780730825
0.3,2.981307501301332
0.42,1.3160740129524924
0.38,3.712687537632304
0.58,2.8716217110259006
0.54,4.37391431897208
0.7,3.7028785020308304
0.8,3.9683769664717614
0.64,4.58257569495584
0.62,4.355877174692862
0.2,2.6183304986958853
0.66,2.1657367706679937
0.38,3.774626716481381
0.28,1.565084580073287
0.64,3.72725689877285
0.3,2.4989993994393838
0.62,4.1687104957028085
0.74,4.687991145025331
0.12,1.4142135623730951
0.7,1.8612097182041991
0.42,2.861005552576305
0.62,1.626576561697786
0.46,2.6183304986958853
0.4,4.13022058844706
0.74,4.8048717736512385
0.82,2.971827866200841
0.44,3.7930850992217615
0.54,5.0139415812265975
0.26,3.018349479292333
0.54,3.860008345295556
0.46,4.559014113909554
0.22,2.6723451177837885
0.16,2.882121417102006
0.42,4.011667600815287
0.62,1.9679896712654303
0.4,4.426727678801286
0.14,2.213363839400643
0.36,3.811277875770009
0.26,2.8716217110259006
0.48,3.4336316230125203
0.54,3.1054227990714813
0.22,1.565084580073287
0.54,4.2360781915500985
0.66,2.5457298950218306
0.36,1.626576561697786
0.68,3.4336316230125203
0.3,2.8060662632966835
0.36,3.138288992714996
0.54,3.6474833372683237
0.62,4.1994275905828395
0.84,4.370923606578225
0.24,1.189207115002721
0.28,3.960351896152426
0.6,4.161791450287819
0.72,1.4142135623730951
0.72,5.393151133103722
0.54,2.449489742783178
0.4,4.309776748395062
0.46,4.049841906402857
0.44,3.130169160146574
0.5,4.587762546149177
0.68,3.3302457126178266
0.36,4.334546600055873
0.32,3.1622776601683795
0.6,3.783889673771733
0.66,2.8716217110259006
0.48,3.3503689588345082
0.38,4.786739858690797
0.5,4.007789715567548
0.08,2.5304395344352426
0.56,3.0800702882410227
0.62,4.268590769596987
0.24,3.370136004911456
0.2,1.4142135623730951
0.26,2.279507056954777
0.44,2.0
0.46,3.370136004911456
0.54,2.5900200641113518
0.46,1.4953487812212205
0.38,3.88582923846912
0.5,3.626699110481307
0.34,4.1687104957028085
0.52,1.7320508075688772
0.46,3.4336316230125203
0.62,4.9737947036147325
0.42,3.7077927510673407
0.74,3.652624270866952
0.66,3.797657844231884
0.72,4.147848904442549
0.64,3.9563209984148817
0.68,3.138288992714996
0.66,3.9683769664717614
0.24,3.4336316230125203
0.34,2.6042906871402183
0.2,1.4142135623730951
0.54,1.7782794100389228
0.24,2.7946823926712407
0.74,3.802214130582464
0.3,1.3160740129524924
0.48,3.864347878111917
0.28,3.0800702882410227
0.22,1.4953487812212205
