temp,cnt
0.46,2.1406951429280725
0.3,3.0452616464756694
0.28,4.21953715646217
0.62,1.5650845800732873
0.44,2.604290687140218
0.56,4.212865930610521
0.62,2.0305431848689306
0.5,4.51076378780532
0.74,5.293189157043587
0.64,2.0305431848689306
0.72,3.9723713117053268
0.28,3.208680436096278
0.44,2.378414230005442
0.48,2.8394115144336776
0.52,3.605551275463989
0.22,2.6457513110645907
0.74,4.271801445630948
0.6,3.902761357260756
0.3,3.23114631499574
0.64,3.19343686757474
0.34,2.23606797749979
0.4,3.4274392955194304
0.54,3.573114234782272
0.6,3.4879112747597865
0.56,4.123105625617661
0.34,3.6108731368472777
0.62,3.3766483753851806
0.44,3.4459167266545947
0.42,3.208680436096278
0.2,1.7782794100389228
0.38,3.1219856413521447
0.88,4.361914440981213
0.16,1.8612097182041991
0.18,2.8284271247461903
0.64,1.4142135623730951
0.38,3.956320998414882
0.34,1.9343364202676694
0.12,1.0
0.42,2.213363839400643
0.64,4.455270277017906
0.7,2.7232698153315003
0.6,3.5341188430493955
0.7,3.309750919646873
0.54,4.284572294953817
0.66,3.8556541270345432
0.44,4.161791450287818
0.4,4.441067768376882
0.78,4.133764324515255
0.76,3.1543421455299043
0.6,3.968376966471762
0.3,2.5607496020310148
0.24,1.8612097182041991
0.82,5.2174050233456475
0.3,3.4459167266545947
0.66,2.340347319320716
0.66,4.665998398743536
0.66,3.7126875376323043
0.28,2.990697562442441
0.28,3.295873251689181
0.82,2.892507608519078
0.3,2.6183304986958853
0.24,2.114742526881128
0.36,3.1054227990714813
0.64,2.23606797749979
0.54,4.385816236650977
0.3,1.189207115002721
0.8,4.061086369737861
0.24,3.4336316230125203
0.46,3.6526242708669523
0.58,3.2531531233955717
0.66,1.6265765616977859
0.32,2.320595787106084
0.58,1.7782794100389228
0.34,2.23606797749979
0.3,4.061086369737861
0.72,3.6423205736757436
0.58,4.920105372227348
0.72,3.8858292384691198
0.42,1.7782794100389228
0.3,3.1543421455299043
0.86,3.589442676339201
0.68,3.3635856610148585
0.58,1.4953487812212205
0.16,1.4953487812212205
0.56,4.455270277017906
0.58,5.293189157043587
0.78,4.239363248839551
0.72,4.027067759577291
0.26,1.0
0.52,3.6002057436785084
0.64,3.482004545227094
0.18,1.189207115002721
0.18,3.3831232821550556
0.9,4.075935196471621
0.32,3.0714786556407327
0.22,1.6265765616977859
0.66,3.245867180408456
0.4,4.355877174692862
0.44,4.99599519102024
0.7,2.882121417102006
0.38,2.7108060108295344
0.82,3.692990887747471
0.4,4.309776748395062
0.52,4.072238199292498
0.76,4.079622161069973
0.28,3.2531531233955717
0.62,4.179024909781345
0.54,3.138288992714996
0.6,4.057348596454873
0.22,3.238531840464366
0.24,1.7320508075688772
0.74,3.3701360049114557
0.36,2.771488002476036
0.24,1.7320508075688772
0.7,4.090623489235047
0.42,4.782174531743749
0.36,1.4953487812212205
0.54,3.6214468170337666
0.62,3.890083026160439
0.34,2.3596110617705666
0.72,4.661068652401553
0.52,3.2531531233955717
0.7,1.5650845800732873
0.7,5.2314304321865945
0.66,5.319957085933101
0.36,2.8284271247461903
0.62,4.189263512215989
0.14,2.1406951429280725
0.26,1.0
0.4,1.0
0.58,4.337613136533361
0.36,2.9525917237371897
0.46,4.258915019957202
0.94,3.19343686757474
0.44,3.9194759210559282
0.7,3.036370276710811
0.5,4.049841906402857
0.4,3.8556541270345432
0.26,1.0
0.42,2.3596110617705666
0.64,3.4641016151377544
0.66,3.678008871450514
0.54,1.5650845800732873
0.52,3.19343686757474
0.72,4.559014113909555
0.66,3.594836294370035
0.38,2.8060662632966835
0.24,3.3635856610148585
0.16,2.514866859365871
0.44,4.370923606578225
0.58,3.395962690412072
0.48,1.6817928305074292
0.5,2.4322992790977875
0.42,3.8858292384691198
0.7,4.300376961256644
0.24,3.2237097954706257
0.42,2.414736402766418
0.2,1.189207115002721
0.48,1.8988289221159418
0.54,3.208680436096278
0.54,3.976353643835253
0.86,4.761467011070146
0.6,1.4142135623730951
0.8,3.389561224270194
0.34,2.9525917237371897
0.24,1.8988289221159418
0.48,4.086966245088166
0.46,5.128927068689104
0.3,4.9388887247336255
0.38,3.6526242708669523
0.82,3.890083026160439
0.34,4.08329915638483
0.28,1.9679896712654306
0.34,1.189207115002721
0.66,5.047323885556978
0.72,5.561961578122959
0.32,3.8686728405353388
0.28,3.6214468170337666
0.32,4.646184794530121
0.4,3.4580718244567157
0.34,2.5900200641113513
0.46,4.209518398423904
0.8,3.7028785020308304
0.42,3.6108731368472777
0.14,2.114742526881128
0.56,4.064813850824943
0.86,5.003995208940335
0.74,4.423842875914664
0.58,4.049841906402857
0.32,1.4142135623730951
0.22,1.8211602868378718
0.5,5.1084221342210725
0.4,3.439790628250393
0.32,1.9679896712654306
0.24,2.7108060108295344
0.3,3.3766483753851806
0.56,3.9803240468277026
0.38,3.8686728405353388
0.84,4.420952418392678
0.96,4.086966245088166
0.56,2.990697562442441
0.36,3.7652950586584613
0.76,4.786739858690797
0.14,3.350368958834508
0.6,3.692990887747471
0.32,3.1054227990714813
0.52,2.3003266337912063
0.9,4.474928423394143
0.36,1.6265765616977859
0.8,4.057348596454873
0.48,2.378414230005442
0.44,2.3003266337912063
0.24,3.23114631499574
0.24,1.3160740129524924
0.44,2.7596690210718946
0.64,3.672973939906468
0.18,2.882121417102006
0.28,3.19343686757474
0.24,3.528441525374727
0.54,4.76609204518766
0.58,1.9343364202676694
0.72,4.019389807098026
0.3,1.8612097182041991
0.6,2.340347319320716
0.62,3.0540758099773515
0.28,3.414952970348289
0.46,3.589442676339201
0.54,3.216221452697031
0.46,2.114742526881128
0.4,4.061086369737861
0.72,2.8502698827717983
0.6,1.7320508075688772
0.12,1.7782794100389228
0.32,3.1779718278112656
0.12,3.245867180408456
0.46,1.4953487812212205
0.22,1.8612097182041991
0.3,3.23114631499574
0.7,3.7976578442318836
0.3,3.9842826037302554
0.3,3.260390438695134
0.84,4.623587170848188
0.34,2.9027831081870996
0.26,3.7224194364083982
0.7,4.4151544355342685
0.36,2.783157683713741
0.36,3.452010325565812
0.56,3.2010858729436795
0.14,3.4336316230125203
0.64,5.06473204392506
